ID,Title,StateID,Latitude,Longitude,DeprivationFactor,WeatherFactor,DistanceKm
834,سنقر,22,34.7627067565918,47.5996322631836,0,0,1299.708
835,سومار,22,33.865535736084,45.6409721374512,0,0,1568.989
836,شاهو,22,34.9307899475098,46.461109161377,0,0,1474.261
837,صحنه,22,34.4755172729492,47.6852188110352,0,0,1311.165
838,قصرشيرين,22,34.5075302124023,45.5892906188965,0,0,1555.072
839,كرمانشاه,22,34.314094543457,47.0971412658691,0,0,1376.428
840,كرندغرب,22,34.2787055969238,46.2320365905762,0,0,1480.021
841,كنگاور,22,34.5016670227051,47.9620208740234,0,0,1278.587
842,كوزران,22,34.4957618713379,46.6020736694336,0,0,1428.071
843,گهواره,22,34.3440818786621,46.4158592224121,0,0,1472.478
844,گيلانغرب,22,34.1403198242188,45.9247665405273,0,0,1523.32
845,ميان راهان,22,34.5838813781738,47.4446678161621,0,0,1366.592
846,نودشه,22,35.1805038452148,46.2534065246582,0,0,1524.974
847,نوسود,22,35.1575126647949,46.2065391540527,0,0,1525.667
848,هرسين,22,34.2700042724609,47.5803756713867,0,0,1368.446
849,هلشي,22,34.1101531982422,47.0904312133789,0,0,1405.047
850,باشت,23,30.3621273040772,51.1563262939453,0,0,1398.223
851,پاتاوه,23,30.9525718688965,51.270751953125,0,0,1329.989
852,چرام,23,30.7554721832275,50.7468414306641,0,0,1473.224
853,چيتاب,23,30.7949180603027,51.3247375488281,0,0,1322.482
854,دوگنبدان,23,30.3634624481201,50.7830123901367,0,0,1440.646
855,دهدشت,23,30.7952117919922,50.5633506774902,0,0,1453.897
856,ديشموك,23,31.2985229492188,50.4017677307129,0,0,1482.679
857,سوق,23,30.8556518554688,50.4598388671875,0,0,1460.926
858,سي سخت,23,30.8575649261475,51.4587287902832,0,0,1312.049
859,قلعه رئيسي,23,31.1903476715088,50.4440116882324,0,0,1461.724
860,گراب سفلي,23,30.9445819854736,50.8993682861328,0,0,1376.331
861,لنده,23,30.9826679229736,50.4196891784668,0,0,1482.272
862,ليكك,23,30.8971843719482,50.0928344726563,0,0,1546.894
863,مادوان,23,30.7121486663818,51.5545654296875,0,0,1285.565
864,مارگون,23,30.9933414459229,51.0781402587891,0,0,1360.347
865,ياسوج,23,30.6567630767822,51.5824241638184,0,0,1289.215
866,انبارآلوم,24,37.1327247619629,54.6186332702637,0,0,573.467
867,اينچه برون,24,37.4538345336914,54.7190017700195,0,0,553.661
868,آزادشهر,24,37.0866317749023,55.1694793701172,0,0,497.764
869,آق قلا,24,37.0095405578613,54.4567451477051,0,0,576.139
870,بندرگز,24,36.7540588378906,53.9507141113281,0,0,616.449
871,تركمن,24,36.9030113220215,54.0750198364258,0,0,615.58
872,جلين,24,36.8546447753906,54.5367431640625,0,0,561.968
873,خان ببين,24,37.0126800537109,54.9878158569336,0,0,515.94
874,دلند,24,37.0352478027344,55.0422592163086,0,0,510.325
875,راميان,24,37.0184516906738,55.1420783996582,0,0,506.916
876,سرخنكلاته,24,36.8829803466797,54.569393157959,0,0,563.073
877,سيمين شهر,24,37.0112991333008,54.2320899963379,0,0,599.13
878,علي آباد,24,36.9124031066895,54.8577003479004,0,0,533.492
879,فاضل آباد,24,36.8994674682617,54.7512702941895,0,0,542.322
880,كردكوي,24,36.7945251464844,54.1099166870117,0,0,602.187
881,كلاله,24,37.3811225891113,55.4916152954102,0,0,465.212
882,گاليكش,24,37.2704048156738,55.4310722351074,0,0,462.407
883,گرگان,24,36.8451995849609,54.4287986755371,0,0,571.953
884,گميش تپه,24,37.0716590881348,54.0754203796387,0,0,629.491
885,گنبد كاووس,24,37.2478141784668,55.1757392883301,0,0,489.035
886,مراوه تپه,24,37.9047088623047,55.961727142334,0,0,450.201
887,مينودشت,24,37.2296600341797,55.3750877380371,0,0,473.28
888,نگين شهر,24,37.1390571594238,55.1641464233398,0,0,500.941
889,نوده خاندوز,24,37.0762672424316,55.2622222900391,0,0,505.431
890,نوكنده,24,36.7397651672363,53.9131202697754,0,0,621.735
891,احمدسرگوراب,25,37.1335983276367,49.3679275512695,0,0,1269.022
892,اسالم,25,37.7357025146484,48.9458732604981,0,0,1340.962
893,اطاقور,25,37.1101684570313,50.1138687133789,0,0,1052.82
894,املش,25,37.0872116088867,50.1910285949707,0,0,1044.874
895,آستارا,25,38.3871803283691,48.8692474365234,0,0,1417.088
896,آستانه اشرفيه,25,37.2635917663574,49.9449081420898,0,0,1069.911
897,بازارجمعه,25,37.4068183898926,49.1182670593262,0,0,1300.954
898,بره سر,25,36.776725769043,49.7524108886719,0,0,1220.61
899,بندرانزلي,25,37.4667053222656,49.4626998901367,0,0,1300.5
900,پره سر,25,37.6034317016602,49.0693817138672,0,0,1320.116
901,توتكابن,25,36.8939094543457,49.5256690979004,0,0,1203.279
902,جيرنده,25,36.7013282775879,49.7905616760254,0,0,1202.006
